TRINITY_DN18146_c0_g1	GO:0016021,GO:0003824,GO:0008152
TRINITY_DN16799_c0_g2	GO:0016758,GO:0008152
TRINITY_DN20662_c0_g1	GO:0046872,GO:0016491
TRINITY_DN30956_c0_g1	GO:0016788
TRINITY_DN30972_c0_g1	GO:0016021,GO:0046873
TRINITY_DN26337_c0_g2	GO:0009535,GO:0005507,GO:0009055,GO:0055114
TRINITY_DN26359_c0_g1	GO:0016021,GO:0005215,GO:0006857
TRINITY_DN49279_c0_g1	GO:0016788
TRINITY_DN49260_c0_g1	GO:0008289,GO:0006869
TRINITY_DN30386_c0_g2	GO:0020037,GO:0005506,GO:0004497,GO:0016705
TRINITY_DN30370_c0_g3	GO:0009360,GO:0005524,GO:0003677,GO:0003887,GO:0006260
TRINITY_DN31344_c1_g4	GO:0008964,GO:0015977,GO:0006099
TRINITY_DN31371_c0_g1	GO:0016624
TRINITY_DN52044_c0_g1	GO:0016021,GO:0020037,GO:0005506,GO:0016705
TRINITY_DN52044_c0_g1	GO:0016021,GO:0020037,GO:0005506,GO:0016705
TRINITY_DN12410_c0_g1	GO:0016021
TRINITY_DN32583_c0_g3	GO:0009535,GO:0016021,GO:0009522,GO:0009523,GO:0016168,GO:0009765,GO:0018298
TRINITY_DN32583_c1_g8	GO:0009535,GO:0016021,GO:0009522,GO:0009523,GO:0016168,GO:0009765,GO:0018298
TRINITY_DN32583_c1_g13	GO:0009535,GO:0016021,GO:0009522,GO:0009523,GO:0016168,GO:0046872,GO:0009765,GO:0018298
TRINITY_DN32583_c1_g13	GO:0009535,GO:0016021,GO:0009522,GO:0009523,GO:0016168,GO:0046872,GO:0009765,GO:0018298
TRINITY_DN32506_c0_g9	GO:0003824
TRINITY_DN32506_c0_g9	GO:0003824
TRINITY_DN32506_c0_g9	GO:0003824
TRINITY_DN32543_c1_g1	GO:0000287,GO:0010333
TRINITY_DN32503_c0_g1	GO:0016788
TRINITY_DN32503_c0_g1	GO:0016788
TRINITY_DN32503_c0_g1	GO:0016788
TRINITY_DN32553_c1_g1	GO:0016021
TRINITY_DN32565_c0_g1	GO:0016747
TRINITY_DN17221_c0_g3	GO:0005634,GO:0003700
TRINITY_DN29831_c0_g1	GO:0046872,GO:0016702,GO:0031408
TRINITY_DN29831_c0_g1	GO:0046872,GO:0016702,GO:0031408
TRINITY_DN29831_c0_g1	GO:0046872,GO:0016702,GO:0031408
TRINITY_DN29831_c0_g1	GO:0046872,GO:0016702,GO:0031408
TRINITY_DN29831_c0_g1	GO:0000015,GO:0000287,GO:0004634,GO:0006096
TRINITY_DN29831_c0_g1	GO:0046872,GO:0016702,GO:0031408
TRINITY_DN29831_c0_g1	GO:0046872,GO:0016702,GO:0031408
TRINITY_DN29877_c0_g1	GO:0016021,GO:0004575,GO:0005975
TRINITY_DN32703_c0_g1	GO:0016021,GO:0005452
TRINITY_DN32703_c0_g1	GO:0016021,GO:0005452
TRINITY_DN32714_c0_g1	GO:0016021,GO:0005524,GO:0016887,GO:0006810
TRINITY_DN32713_c0_g2	GO:0009507,GO:0003677,GO:0001053,GO:0003700,GO:0006352
TRINITY_DN32713_c0_g2	GO:0009507,GO:0003677,GO:0001053,GO:0003700,GO:0006352
TRINITY_DN32737_c0_g4	GO:0004097,GO:0046872,GO:0046148
TRINITY_DN32737_c0_g4	GO:0004097,GO:0046872,GO:0046148
TRINITY_DN32794_c1_g1	GO:0005737,GO:0000287,GO:0010333,GO:0016114
TRINITY_DN11656_c0_g1	GO:0009941,GO:0009535,GO:0016021,GO:0009522,GO:0009523,GO:0010287,GO:0016168,GO:0046872,GO:0031409,GO:0009768,GO:0018298,GO:0009416
TRINITY_DN23970_c0_g2	GO:0016758,GO:0008152
TRINITY_DN23977_c0_g1	GO:0016021,GO:0005215
TRINITY_DN23907_c0_g1	GO:0016021
TRINITY_DN23948_c0_g1	GO:0005623,GO:0015035,GO:0045454,GO:0006662
TRINITY_DN23906_c0_g1	GO:0008252
TRINITY_DN28941_c2_g1	GO:0016021,GO:0055085
TRINITY_DN32456_c0_g4	GO:0004252
TRINITY_DN32454_c1_g4	GO:0016491
TRINITY_DN27244_c0_g1	GO:0005576,GO:0030246,GO:0006833
TRINITY_DN27295_c0_g1	GO:0004190
TRINITY_DN8915_c0_g1	GO:0005576,GO:0004650,GO:0005975,GO:0071555
TRINITY_DN21750_c0_g1	GO:0000287,GO:0010333,GO:0008152
TRINITY_DN21750_c0_g1	GO:0000287,GO:0010333,GO:0008152
TRINITY_DN21798_c0_g1	GO:0005509
TRINITY_DN21359_c0_g1	GO:0046872,GO:0016491
TRINITY_DN21369_c0_g1	GO:0008810,GO:0030245
TRINITY_DN21398_c0_g1	GO:0016788
TRINITY_DN21353_c0_g1	GO:0048046,GO:0005507,GO:0052716,GO:0046274
TRINITY_DN21353_c0_g1	GO:0005507,GO:0016491
TRINITY_DN13060_c0_g1	GO:0016788
TRINITY_DN13060_c0_g1	GO:0016788
TRINITY_DN13001_c0_g2	GO:0045261,GO:0046933,GO:0015986
TRINITY_DN30757_c0_g1	GO:0009507,GO:0045300,GO:0046872,GO:0006633
TRINITY_DN30739_c0_g1	GO:0003824
TRINITY_DN30775_c0_g1	GO:0016021,GO:0005524,GO:0004672
TRINITY_DN22920_c0_g1	GO:0005634,GO:0046983,GO:0000977,GO:0003700,GO:0000165,GO:0045944,GO:0006351
TRINITY_DN22920_c0_g1	GO:0005634,GO:0003700
TRINITY_DN22920_c0_g1	GO:0005634,GO:0046983,GO:0000977,GO:0003700,GO:0000165,GO:0045944,GO:0006351
TRINITY_DN32291_c0_g3	GO:0016021,GO:0005874,GO:0005516,GO:0008017,GO:0000226
TRINITY_DN32274_c0_g2	GO:0016021
TRINITY_DN32260_c0_g4	GO:0016021,GO:0005506,GO:0016491,GO:0008610
TRINITY_DN32260_c0_g4	GO:0016021,GO:0005506,GO:0016491,GO:0008610
TRINITY_DN32050_c1_g5	GO:0005634,GO:0046983,GO:0000977,GO:0003700,GO:0000165,GO:0045944,GO:0006351
TRINITY_DN32032_c0_g2	GO:0042578,GO:0004867,GO:0036092,GO:0007033
TRINITY_DN32032_c0_g2	GO:0042578,GO:0036092,GO:0007033
TRINITY_DN32095_c0_g5	GO:0008270
TRINITY_DN32020_c0_g5	GO:0019898,GO:0016021,GO:0009654,GO:0005509,GO:0015979,GO:0042549
TRINITY_DN32020_c0_g5	GO:0019898,GO:0016021,GO:0009654,GO:0005509,GO:0015979,GO:0042549
TRINITY_DN32020_c0_g5	GO:0019898,GO:0016021,GO:0009654,GO:0005509,GO:0015979,GO:0042549
TRINITY_DN32029_c0_g2	GO:0043565,GO:0003700,GO:0006351
TRINITY_DN32086_c2_g10	GO:0005634,GO:0003677,GO:0046872,GO:0003700,GO:0009908,GO:0006351
TRINITY_DN32078_c1_g1	GO:0005737,GO:0050113,GO:0005506,GO:0019310
TRINITY_DN32078_c1_g1	GO:0005737,GO:0050113,GO:0005506,GO:0019310
TRINITY_DN32044_c0_g2	GO:0016021
